,"Trade_Name
",Chemical,Manufacturer,Top_15_Brand_Corporation,Biologic_(by_Product),Biosimilar,NAS,Oncology,Rare_Disease_(FDA),Rare_Disease_(EMA),Rare_Disease_(FDA_or_EMA),HC-HTA_Aligned_Review,Health_Canada_Submission_Date,NOC_Date,Health_Canada_Review_Time,HTA_Agency,CADTH_Submission_Date,CADTH_Timing_of__Submission,CADTH_Submission_Type_-_Agency_Specific,CADTH_Indication,CADTH_Review_Status,CADTH_Final_Recommendation/Withdrawn_Date,CADTH_Recommended_-_Agency_Specific,CADTH_Decision_Type_-_Standardized,INESSS_Submission_Date,INESSS_Timing_of__Submission,INESSS_Submission_Type_-_Agency_Specific,INESSS_Indication,INESSS_Review_Status,INESSS_Final_Recommendation/Withdrawn_Date,INESSS_Recommended_-_Agency_Specific,INESSS_Decision_Type_-_Standardized,pCPA_Negotiation,pCPA_First_Date,pCPA_Final_Date,pCPA_Type,pCPA_Negotiation_Outcome,BC_Status,AB_Status,SK_Status,MB_Status,ON_Status,NB_Status,NS_Status,PEI_Status,NL_Status,QC_Status,Listing_BC_Date,Listing_AB_Date,Listing_SK_Date,Listing_MB_Date,Listing_ON_Date,Listing_NB_Date,Listing_NS_Date,Listing_PEI_Date,Listing_NL_Date,Listing_QC_Date,First_Prov_Listing_(excl_QC),First_Prov_Listing_(inc_QC),Rank_BC_Listing_Date,Rank_AB_Listing_Date,Rank_SK_Listing_Date,Rank_MB_Listing_Date,Rank_ON_Listing_Date,Rank_NB_Listing_Date,Rank_NS_Listing_Date,Rank_PEI_Listing_Date,Rank_NL_Listing_Date,Rank_QC_Listing_Date,Rank_1,Rank_2,Rank_3,Rank_4,Rank_5,Rank_6,Rank_7,Rank_8,Rank_9,Rank_10,Total_population_coverage_(incl_QC),Date_>_50%_Cumulative_Ranking,Date_>_80%_Cumulative_Ranking,NOC_to_CADTH_Submission,NOC_to_INESSS_Submission,CADTH_Duration,INESSS_Duration,CADTH_to_pCPA_Initiation,INESSS_to_pCPA_Initiation,pCPA_LOI_to_LOE,pCPA_to_Listing_BC_Date,pCPA_to_Listing_AB_Date,pCPA_to_Listing_SK_Date,pCPA_to_Listing_MB_Date,pCPA_to_Listing_ON_Date,pCPA_to_Listing_NB_Date,pCPA_to_Listing_NS_Date,pCPA_to_Listing_PEI_Date,pCPA_to_Listing_NL_Date,pCPA_to_Listing_QC_Date,pCPA_to_Listing_Nat_Avg_(excl_QC),pCPA_Completion_to_1st_Listing_(excl_QC),pCPA_to_Listing_Nat_Avg_(incl_QC),pCPA_Completion_to_1st_Listing_(incl_QC),pCPA_Completion_to_80%_Listing,NOC_to_Listing_BC_Date,NOC_to_Listing_AB_Date,NOC_to_Listing_SK_Date,NOC_to_Listing_MB_Date,NOC_to_Listing_ON_Date,NOC_to_Listing_NB_Date,NOC_to_Listing_NS_Date,NOC_to_Listing_PEI_Date,NOC_to_Listing_NL_Date,NOC_to_Listing_QC_Date,NOC_to_Listing_Nat_Avg_(excl_QC),NOC_to_Listing_Nat_Avg_(inc_QC),"NOC_to_1st_Provincial_Listing
(unique_at_product/indication_level)_exc_QC","CADTH_Submission_to_1st_Provincial_Listing
exc_QC",CADTH_Recommendation_to_1st_Provincial_Listing_exc_QC,HTA_Rec_to_BC_Listing_Date,HTA_Rec_to_AB_Listing_Date,HTA_Rec_to_SK_Listing_Date,HTA_Rec_to_MB_Listing_Date,HTA_Rec_to_ON_Listing_Date,HTA_Rec_to_NB_Listing_Date,HTA_Rec_to_NS_Listing_Date,HTA_Rec_to_PEI_Listing_Date,HTA_Rec_to_NL_Listing_Date,HTA_Rec_to_QC_Listing_Date,Nat`l_Avg_(excl_QC),NOC_to_CADTH_Rec,NOC_to_INESSS_Rec,CADTH_Rec_to_pCPA_Decision,INESSS_Rec_to_pCPA_Decision,NOC_to_80%_Listing,First_Provincial_Listing_to_80%_Listing_(incl_QC),First_Provincial_Listing_to_80%_Listing_(excl_QC),First_Provincial_Listing_to_50%_Listing_(incl_QC),50%_Listing_to_80%_Listing,HC_Sub_to_CADTH_Rec
421,Ocaliva,obeticholic acid,Intercept Pharmaceuticals ,N,N,N,Y,N,N,N,N,N,01-Oct-16,24-May-17,235.0,CADTH & INESSS,22-Dec-16,pre-NOC,Initial,Primary biliary cholangitis,Completed,25-Jul-17,Reimburse with clinical criteria and/or conditions,Conditional,24-Mar-17,pre-NOC,New Drug,Primary biliary cholangitis,Completed,18-Aug-17,Avis d'inscription aux listes des médicaments - Médicament d'exception - Avec conditions,Conditional,1st,08-Dec-17,27-Jun-18,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,2018-10-30,2019-01-01,2018-10-01,2018-10-18,2018-09-13,2018-12-17,2019-02-01,2021-12-20,2019-08-16,2018-08-16,13-Sep-18,2018-08-16,5.0,7.0,3.0,4.0,2.0,6.0,8.0,10.0,9.0,1.0,28.60%,60.80%,66.50%,72.10%,92.30%,93.20%,97.70%,99.00%,99.60%,100.00%,100.00%,13-Sep-18,30-Oct-18,-153.0,-61.0,215.0,147.0,136.0,112.0,201.0,125.0,188.0,96.0,113.0,78.0,173.0,219.0,1272.0,415.0,50.0,298.0,78.0,273.0,50.0,125.0,524.0,587.0,495.0,512.0,477.0,572.0,618.0,1671.0,814.0,449.0,697.0,672.0,477.0,630.0,415.0,462.0,525.0,433.0,450.0,415.0,510.0,556.0,1609.0,752.0,363.0,635.0,62.0,86.0,337.0,313.0,524.0,75.0,47.0,28.0,47.0,297
422,Ocrevus,ocrelizumab,Hoffmann-La Roche Ltd.,Y,Y,N,Y,N,N,N,N,N,01-Oct-16,14-Aug-17,317.0,CADTH & INESSS,16-May-17,pre-NOC,Initial,"Multiple sclerosis, relapsing",Completed,21-Nov-17,Reimburse with clinical criteria and/or conditions,Conditional,15-Aug-17,post-NOC,New Drug,RRMS,Completed,01-Feb-18,Avis d'inscription aux listes des médicaments - Médicament d'exception,Conditional,1st,19-Jul-18,13-Feb-19,Negotiation,Completed with Agreements,NR,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,,2019-04-01,2019-05-01,2019-08-22,2019-09-12,2019-11-07,2020-04-22,2022-12-28,2019-10-10,2019-04-11,01-Apr-19,2019-04-01,,1.0,3.0,4.0,5.0,7.0,8.0,9.0,6.0,2.0,4.50%,33.00%,38.80%,44.30%,76.50%,77.20%,78.10%,79.40%,79.70%,,79.70%,12-Sep-19,,-90.0,1.0,189.0,170.0,240.0,168.0,209.0,,47.0,77.0,190.0,211.0,267.0,434.0,1414.0,239.0,57.0,360.0,47.0,326.0,47.0,,,595.0,625.0,738.0,759.0,815.0,982.0,1962.0,787.0,605.0,908.0,874.0,595.0,685.0,496.0,,496.0,526.0,639.0,660.0,716.0,883.0,1863.0,688.0,434.0,809.0,99.0,171.0,449.0,377.0,,,,164.0,,416
423,Ocrevus (Primary),ocrelizumab,Hoffmann-La Roche Ltd.,Y,Y,N,N,N,N,N,N,N,01-Oct-16,14-Feb-18,501.0,CADTH & INESSS,26-Oct-17,pre-NOC,Initial,Primary progressive multiple sclerosis,Completed,26-Apr-18,Reimburse with clinical criteria and/or conditions,Conditional,23-Nov-17,pre-NOC,New Indication,PPMS,Completed,06-Jun-18,Avis de refus d'inscription aux listes des médicaments - Médicament d'exception - À moins que certaines conditions soient respectées,Conditional,1st,19-Jul-18,13-Feb-19,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,2020-08-20,2019-04-01,2019-05-01,2019-08-22,2019-09-12,2019-11-07,2020-04-22,2022-12-28,2019-10-10,2019-04-11,01-Apr-19,2019-04-01,9.0,1.0,3.0,4.0,5.0,7.0,8.0,10.0,6.0,2.0,4.50%,33.00%,38.80%,44.30%,76.50%,77.20%,78.10%,79.40%,99.60%,100.00%,100.00%,12-Sep-19,20-Aug-20,-111.0,-83.0,182.0,195.0,84.0,43.0,209.0,554.0,47.0,77.0,190.0,211.0,267.0,434.0,1414.0,239.0,57.0,381.0,47.0,349.0,47.0,554.0,918.0,411.0,441.0,554.0,575.0,631.0,798.0,1778.0,603.0,421.0,745.0,713.0,411.0,522.0,340.0,847.0,340.0,370.0,483.0,504.0,560.0,727.0,1707.0,532.0,309.0,674.0,71.0,112.0,293.0,252.0,918.0,507.0,507.0,164.0,343.0,572
424,Odefsey,emtricitabine/rilpivirine/ tenofovir alafenamide,Gilead Sciences ,Y,N,N,N,N,N,N,N,N,,10-Feb-17,,CADTH & INESSS,24-Nov-16,pre-NOC,Initial,HIV-1 infection,Completed,25-May-17,Reimburse with clinical criteria and/or conditions,Conditional,24-Mar-17,post-NOC,New Drug,HIV,Completed,18-Oct-17,Avis d'inscription aux listes des médicaments,Positive,1st,04-Aug-17,06-Jun-18,Negotiation,Completed with Agreements,NR,NR,EDS,EDS,FB,SA,NR,HIV,SA,FB,,,2018-08-01,2018-10-18,2018-08-30,2018-11-30,,2019-11-25,2018-12-01,2018-07-05,01-Aug-18,2018-07-05,,,2.0,4.0,3.0,5.0,,7.0,6.0,1.0,28.60%,34.30%,66.50%,72.10%,73.00%,73.60%,74.00%,,,,74.00%,30-Aug-18,,-78.0,42.0,182.0,208.0,71.0,-75.0,306.0,,,56.0,134.0,85.0,177.0,,537.0,178.0,29.0,195.0,56.0,171.0,29.0,,,,537.0,615.0,566.0,658.0,,1018.0,659.0,510.0,676.0,652.0,537.0,615.0,433.0,,,433.0,511.0,462.0,554.0,,914.0,555.0,260.0,572.0,104.0,250.0,377.0,231.0,,,,56.0,,42880
426,Ofev,nintedanib,Boehringer Ingelheim (Canada) Ltd.,N,N,N,N,N,Y,N,Y,N,01-Nov-19,20-May-20,201.0,CADTH & INESSS,24-Jul-20,post-NOC,Initial,chronic fibrosing interstitial lung diseases,Completed,24-Feb-21,Reimburse with clinical criteria and/or conditions,Conditional,21-Aug-20,post-NOC,New Indication,Pulmonary interstitial disease,Completed,03-Mar-21,Inscription - Avec conditions,Conditional,1st,16-Jul-21,05-Feb-22,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,2022-06-07,2022-04-01,2022-06-01,2022-06-01,2022-04-29,2022-04-29,2022-05-16,2022-07-01,2022-04-22,2022-04-13,01-Apr-22,2022-04-01,9.0,1.0,7.0,8.0,4.0,5.0,6.0,10.0,3.0,2.0,4.50%,33.00%,33.70%,65.90%,66.80%,68.10%,73.90%,79.40%,99.60%,100.00%,100.00%,29-Apr-22,07-Jun-22,65.0,93.0,215.0,194.0,142.0,135.0,204.0,122.0,55.0,116.0,116.0,83.0,83.0,100.0,146.0,76.0,67.0,100.0,55.0,96.0,55.0,122.0,748.0,681.0,742.0,742.0,709.0,709.0,726.0,772.0,702.0,693.0,726.0,722.0,681.0,616.0,401.0,468.0,401.0,462.0,462.0,429.0,429.0,446.0,492.0,422.0,406.0,446.0,280.0,287.0,346.0,339.0,748.0,67.0,67.0,28.0,39.0,481
427,Ofev,nintedanib,Boehringer Ingelheim ,N,N,N,Y,N,Y,N,Y,N,,25-Jun-15,,CADTH & INESSS,23-Apr-15,pre-NOC,Initial,Idiopathic pulmonary fibrosis (IPF),Completed,15-Oct-15,List with clinical criteria and/or conditions,Conditional,01-Dec-15,post-NOC,New Drug,Idiopathic pulmonary fibrosis (IPF),Completed,26-Apr-16,Avis de refus d'inscription aux listes des médicaments - Valeur thérapeutique,Negative,1st,27-Oct-15,29-Aug-16,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,2018-02-06,2016-11-01,2016-10-01,2017-01-25,2016-09-16,2016-11-30,2016-12-01,2017-04-24,2017-02-01,2017-03-15,16-Sep-16,2016-09-16,10.0,3.0,2.0,6.0,1.0,4.0,5.0,9.0,7.0,8.0,32.20%,38.00%,42.40%,43.30%,44.60%,50.10%,50.80%,79.40%,79.70%,100.00%,100.00%,25-Jan-17,06-Feb-18,-63.0,159.0,175.0,147.0,12.0,-182.0,307.0,526.0,64.0,33.0,149.0,18.0,93.0,94.0,238.0,156.0,198.0,152.0,18.0,157.0,18.0,526.0,957.0,495.0,464.0,580.0,449.0,524.0,525.0,669.0,587.0,629.0,583.0,588.0,449.0,512.0,337.0,845.0,383.0,352.0,468.0,337.0,412.0,413.0,557.0,475.0,323.0,471.0,112.0,306.0,319.0,125.0,957.0,508.0,508.0,131.0,377.0,42292
428,Ogivri,trastuzumab,BGP Pharma ULC,N,Y,Y,Y,Y,N,N,N,N,01-Jun-17,05-May-19,703.0,CADTH & INESSS,18-Dec-18,pre-NOC,New drug,Early Breast Cancer / Metastatic Breast Cancer / Metastatic Gastric Cancer Biosimilar,Withdrawn,31-May-19,,,,,New Drug,Early Breast Cancer / Metastatic Breast Cancer / Metastatic Gastric Cancer Biosimilar,Completed,10-Jul-19,Inscription - Avec conditions,Conditional,1st,30-May-19,03-Oct-19,Negotiation,Completed with Agreements,,,,,,,,,,EM,,,,,,,,,,2020-11-11,,2020-11-11,,,,,,,,,,1.0,28.60%,,,,,,,,,,28.60%,,,-138.0,,164.0,,-1.0,-41.0,126.0,,,,,,,,,,405.0,,,405.0,405.0,,,,,,,,,,,556.0,,556.0,,,,,,,,,,,,,490.0,,26.0,66.0,125.0,85.0,,,,,,729
429,Olumiant,baricitinib,Eli Lilly ,N,N,N,Y,N,N,N,N,N,01-May-16,17-Aug-18,838.0,CADTH & INESSS,20-Dec-18,post-NOC,Initial,"Arthritis, Rheumatoid",Completed,02-Aug-19,Reimburse with clinical criteria and/or conditions,Conditional,26-Nov-18,post-NOC,New Drug,Rheumatoid arthritis,Completed,05-Jun-19,Inscription - Avec conditions,Conditional,1st,20-Sep-19,10-May-21,Negotiation,Completed with Agreements,NR,SA,EDS,RB,LU,SA,,SA,,FB,,2021-07-01,2021-07-01,2021-08-05,2021-08-31,2021-08-19,,2022-02-28,,2021-08-18,01-Jul-21,2021-07-01,,1.0,2.0,3.0,6.0,5.0,,7.0,,4.0,4.50%,10.20%,15.70%,44.30%,45.20%,77.40%,77.80%,,,,77.80%,31-Aug-21,,125.0,101.0,225.0,191.0,49.0,107.0,598.0,,52.0,52.0,87.0,113.0,101.0,,294.0,,100.0,117.0,52.0,114.0,52.0,,,1049.0,1049.0,1084.0,1110.0,1098.0,,1291.0,,1097.0,1114.0,1111.0,1049.0,924.0,699.0,,699.0,699.0,734.0,760.0,748.0,,941.0,,805.0,764.0,350.0,292.0,647.0,705.0,,,,61.0,,1188
433,Onpattro,patisiran,Alnylam Pharmaceuticals,N,N,N,Y,N,Y,Y,Y,Y,01-Dec-18,07-Jun-19,188.0,CADTH & INESSS,25-Jan-19,pre-NOC,Initial,Polyneuropathy in hereditary transthyretin-mediated amyloidosis,Completed,25-Jul-19,Reimburse with clinical criteria and/or conditions,Conditional,01-Mar-19,pre-NOC,New Drug,Polyneuropathy ATTRh,Completed,11-Sep-19,Inscription - Avec conditions,Conditional,1st,15-Nov-19,30-Nov-20,Negotiation,Completed with Agreements,EDRD,SA,EDS,EDS,EAP,SA,EDS,UR,SA,EM,2022-01-01,2021-03-01,2021-03-01,2021-04-01,2021-04-08,2021-02-24,2021-05-01,,2021-10-27,2021-02-03,24-Feb-21,2021-02-03,9.0,3.0,4.0,5.0,6.0,2.0,7.0,,8.0,1.0,28.60%,29.50%,33.90%,39.70%,45.20%,77.40%,78.70%,79.40%,99.60%,,99.60%,08-Apr-21,01-Jan-22,-133.0,-98.0,181.0,194.0,113.0,65.0,381.0,397.0,91.0,91.0,122.0,129.0,86.0,152.0,,331.0,65.0,175.0,86.0,163.0,65.0,397.0,939.0,633.0,633.0,664.0,671.0,628.0,694.0,,873.0,607.0,717.0,705.0,628.0,761.0,580.0,891.0,585.0,585.0,616.0,623.0,580.0,646.0,,825.0,511.0,669.0,48.0,96.0,494.0,446.0,939.0,332.0,311.0,64.0,268.0,236
435,Onureg,azacitidine,Bristol-Myers Squibb ,Y,N,N,Y,Y,Y,N,Y,N,01-Jul-20,05-Jan-21,188.0,CADTH & INESSS,01-Mar-21,post-NOC,Initial,"Maintenance therapy in adult patients with acute myeloid leukemia (AML) who achieved complete remission (CR) or complete remission with incomplete blood count recovery (CRi) following induction therapy with or without consolidation treatment, and who are not eligible for hematopoietic stem cell transplantation (HSCT).",Completed,20-Oct-21,Cond'l on Cost,Conditional,19-Apr-21,post-NOC,New Drug,"Maintenance therapy in adult patients with acute myeloid leukemia (AML) who achieved complete remission (CR) or complete remission with incomplete blood count recovery (CRi) following induction therapy with or without consolidation treatment, and who are not eligible for hematopoietic stem cell transplantation (HSCT).",Completed,30-Nov-21,Inscription - Avec conditions,Conditional,1st,27-Jan-22,07-Jun-22,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Funded,EM,2022-10-01,2022-06-30,2022-09-01,2022-09-20,2022-12-31,2022-12-19,2023-02-01,,2023-02-08,2022-07-06,30-Jun-22,2022-06-30,5.0,1.0,3.0,4.0,7.0,6.0,8.0,,9.0,2.0,4.50%,33.00%,38.80%,44.30%,64.50%,65.40%,97.70%,99.00%,99.60%,,99.60%,01-Oct-22,31-Dec-22,55.0,104.0,233.0,225.0,99.0,58.0,131.0,116.0,23.0,86.0,105.0,207.0,195.0,239.0,,246.0,29.0,152.0,23.0,138.0,23.0,207.0,634.0,541.0,604.0,623.0,725.0,713.0,757.0,,764.0,547.0,670.0,656.0,541.0,486.0,253.0,346.0,253.0,316.0,335.0,437.0,425.0,469.0,,476.0,218.0,382.0,288.0,329.0,230.0,189.0,725.0,184.0,184.0,93.0,91.0,476
436,Opdivo,nivolumab,Bristol-Myers Squibb ,Y,Y,N,Y,Y,Y,N,Y,N,,25-Sep-15,,CADTH & INESSS,13-Aug-15,pre-NOC,New drug,Metastatic Melanoma,Completed,01-Apr-16,Cond'l on Cost,Conditional,24-Nov-15,post-NOC,New Drug,Metastatic Melanoma,Completed,19-Aug-16,Avis d'inscritpion à la Liste Établissements-Médicaments d'exception-Avec condition,Conditional,1st,04-May-16,20-Jan-17,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2017-03-01,2017-04-03,2017-03-23,2017-03-13,2017-03-21,2017-05-02,2017-04-01,2018-08-01,2017-08-03,2017-03-15,01-Mar-17,2017-03-01,1.0,7.0,5.0,2.0,4.0,8.0,6.0,10.0,9.0,3.0,20.30%,25.80%,54.40%,86.60%,92.30%,93.60%,98.10%,99.00%,99.60%,100.00%,100.00%,15-Mar-17,21-Mar-17,-43.0,60.0,232.0,269.0,33.0,-107.0,261.0,40.0,73.0,62.0,52.0,60.0,102.0,71.0,558.0,195.0,54.0,135.0,40.0,127.0,40.0,60.0,523.0,556.0,545.0,535.0,543.0,585.0,554.0,1041.0,678.0,537.0,618.0,610.0,523.0,566.0,334.0,334.0,367.0,356.0,346.0,354.0,396.0,365.0,852.0,489.0,208.0,429.0,189.0,329.0,294.0,154.0,543.0,20.0,20.0,14.0,6.0,42461
437,Opdivo,nivolumab,Bristol-Myers Squibb ,Y,Y,N,N,Y,N,N,N,N,,26-Feb-16,,CADTH & INESSS,29-Oct-15,pre-NOC,New indication,Non-Small Cell Lung Cancer,Completed,03-Jun-16,Cond'l on Cost,Conditional,01-Mar-16,post-NOC,New Indication,Non-Small Cell Lung Cancer,Completed,19-Aug-16,Avis de refus d'inscription à la Liste Établissements,Negative,1st,04-Jul-16,20-Jan-17,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2017-03-01,2017-04-03,2017-03-23,2017-03-13,2017-03-21,2017-05-02,2017-04-01,2018-08-01,2017-08-03,2017-03-15,01-Mar-17,2017-03-01,1.0,7.0,5.0,2.0,4.0,8.0,6.0,10.0,9.0,3.0,20.30%,25.80%,54.40%,86.60%,92.30%,93.60%,98.10%,99.00%,99.60%,100.00%,100.00%,15-Mar-17,21-Mar-17,-120.0,4.0,218.0,171.0,31.0,-46.0,200.0,40.0,73.0,62.0,52.0,60.0,102.0,71.0,558.0,195.0,54.0,135.0,40.0,127.0,40.0,60.0,369.0,402.0,391.0,381.0,389.0,431.0,400.0,887.0,524.0,383.0,464.0,456.0,369.0,489.0,271.0,271.0,304.0,293.0,283.0,291.0,333.0,302.0,789.0,426.0,208.0,366.0,98.0,175.0,231.0,154.0,389.0,20.0,20.0,14.0,6.0,42524
438,Opdivo,nivolumab,Bristol-Myers Squibb ,Y,Y,N,N,Y,N,N,N,N,,25-Apr-16,,CADTH & INESSS,24-Feb-16,pre-NOC,New indication,Metastatic Renal Cell Carcinoma,Completed,01-Sep-16,Cond'l on Cost,Conditional,01-Apr-16,pre-NOC,New Indication,Kidney Cancer,Completed,19-Aug-16,Avis de refus d'inscription à la Liste Établissements,Negative,1st,18-Nov-16,20-Jan-17,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2017-03-01,2017-04-03,2017-03-23,2017-03-13,2017-03-21,2017-05-02,2017-04-01,2018-08-01,2017-08-03,2017-03-15,01-Mar-17,2017-03-01,1.0,7.0,5.0,2.0,4.0,8.0,6.0,10.0,9.0,3.0,20.30%,25.80%,54.40%,86.60%,92.30%,93.60%,98.10%,99.00%,99.60%,100.00%,100.00%,15-Mar-17,21-Mar-17,-61.0,-24.0,190.0,140.0,78.0,91.0,63.0,40.0,73.0,62.0,52.0,60.0,102.0,71.0,558.0,195.0,54.0,135.0,40.0,127.0,40.0,60.0,310.0,343.0,332.0,322.0,330.0,372.0,341.0,828.0,465.0,324.0,405.0,397.0,310.0,371.0,181.0,181.0,214.0,203.0,193.0,201.0,243.0,212.0,699.0,336.0,208.0,276.0,129.0,116.0,141.0,154.0,330.0,20.0,20.0,14.0,6.0,42614
439,Opdivo,nivolumab,Bristol-Myers Squibb ,Y,Y,N,N,Y,N,N,N,N,01-Nov-16,12-May-17,192.0,CADTH & INESSS,31-Jan-17,pre-NOC,New indication,Squamous Cell Carcinoma of the Head and Neck (SCCHN),Completed,31-Aug-17,Cond'l on Cost,Conditional,24-Mar-17,pre-NOC,New Indication,Head and Neck Cancer,Completed,18-Aug-17,Avis de refus dajout dune indication reconnue à la Liste Établissements  Médicament dexception  À moins que certaines conditions soient respectées,Conditional,1st,29-Sep-17,20-Nov-17,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,2018-03-01,2018-05-08,2017-12-07,2017-12-05,2018-01-17,2017-12-18,2018-04-18,,2018-05-30,2018-02-01,05-Dec-17,2017-12-05,6.0,8.0,2.0,1.0,4.0,3.0,7.0,,9.0,5.0,5.50%,11.20%,12.10%,44.40%,73.00%,93.20%,94.50%,99.00%,99.60%,,99.60%,01-Feb-18,01-Mar-18,-101.0,-49.0,212.0,147.0,29.0,42.0,52.0,101.0,169.0,17.0,15.0,58.0,28.0,149.0,,191.0,73.0,91.0,15.0,89.0,15.0,101.0,293.0,361.0,209.0,207.0,250.0,220.0,341.0,,383.0,265.0,283.0,281.0,207.0,308.0,96.0,182.0,250.0,98.0,96.0,139.0,109.0,230.0,,272.0,167.0,172.0,111.0,98.0,81.0,94.0,293.0,86.0,86.0,58.0,28.0,303
440,Opdivo,nivolumab,Bristol-Myers Squibb ,Y,Y,N,N,Y,Y,N,Y,N,01-Mar-17,10-Nov-17,254.0,CADTH & INESSS,29-Sep-17,pre-NOC,New indication,Classical Hodgkin Lymphoma after failure of ASCT,Completed,03-May-18,Cond'l on Cost,Conditional,30-Oct-17,pre-NOC,New Indication,Classical Hodgkin Lymphoma after failure of ASCT,Completed,09-May-18,Avis de refus d'ajout d'une indication reconnue à la Liste Établissements - Médicament d'exception,Negative,1st,09-Oct-18,04-Oct-19,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,EM,2019-12-01,2020-04-10,2020-03-01,2020-02-03,2020-01-29,2020-04-06,2020-04-01,,,2019-12-18,01-Dec-19,2019-12-01,1.0,8.0,5.0,4.0,3.0,7.0,6.0,,,2.0,20.30%,48.80%,81.10%,86.60%,92.30%,93.60%,94.50%,99.00%,,,99.00%,29-Jan-20,29-Jan-20,-42.0,-11.0,216.0,191.0,159.0,153.0,360.0,58.0,189.0,149.0,122.0,117.0,185.0,180.0,,,75.0,143.0,58.0,134.0,58.0,117.0,751.0,882.0,842.0,815.0,810.0,878.0,873.0,,,768.0,836.0,827.0,751.0,793.0,577.0,577.0,708.0,668.0,641.0,636.0,704.0,699.0,,,588.0,662.0,174.0,180.0,519.0,513.0,810.0,59.0,59.0,59.0,0.0,428
442,Opdivo,nivolumab,Bristol-Myers Squibb ,Y,Y,N,N,Y,Y,N,Y,N,01-Jan-18,15-Nov-18,318.0,CADTH & INESSS,27-Aug-18,pre-NOC,New indication,Melanoma Adjuvant Therapy,Completed,07-Mar-19,Cond'l on Cost,Conditional,01-Feb-19,post-NOC,New Indication,Adjuvant Melanoma,Completed,13-Mar-19,Inscription  Avec conditions,Conditional,1st,26-Jun-19,06-Sep-19,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,EM,2019-11-01,2020-04-10,2020-01-01,2020-01-15,2020-01-20,2020-04-06,2020-04-01,,,2019-10-02,01-Nov-19,2019-10-02,2.0,8.0,3.0,4.0,5.0,7.0,6.0,,,1.0,28.60%,48.80%,54.60%,60.10%,92.30%,93.60%,94.50%,99.00%,,,99.00%,01-Jan-20,20-Jan-20,-80.0,78.0,192.0,40.0,111.0,105.0,72.0,56.0,217.0,117.0,131.0,136.0,213.0,208.0,,,26.0,154.0,56.0,138.0,26.0,136.0,351.0,512.0,412.0,426.0,431.0,508.0,503.0,,,321.0,449.0,433.0,351.0,431.0,239.0,239.0,400.0,300.0,314.0,319.0,396.0,391.0,,,203.0,337.0,112.0,118.0,183.0,177.0,431.0,110.0,80.0,91.0,19.0,430
443,Opdivo,nivolumab,Bristol-Myers Squibb ,Y,Y,N,N,Y,Y,N,Y,N,01-Jan-21,02-Jul-21,182.0,CADTH & INESSS,07-Jul-21,post-NOC,Initial,For the adjuvant treatment of completely resected esophageal or gastroesophageal junction cancer in patients who have residual pathologic disease following prior neoadjuvant chemoradiotherapy (CRT).,Completed,26-Jan-22,Cond'l on Cost,Conditional,09-Aug-21,post-NOC,New Indication,Opdivo (nivolumab) for the adjuvant treatment of completely resected esophageal or gastroesophageal junction cancer in patients who have residual pathologic disease following prior neoadjuvant chemoradiotherapy (CRT).,Completed,30-Mar-22,Inscription - Avec conditions,Conditional,1st,28-Jun-22,25-Aug-22,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,Under provincial consideration,Funded,Under provincial consideration,EM,2022-11-01,2022-09-30,2022-12-01,2022-10-28,2023-03-31,,,2023-04-03,,2022-09-28,30-Sep-22,2022-09-28,4.0,2.0,5.0,3.0,6.0,,,7.0,,1.0,28.60%,33.00%,38.60%,58.80%,64.50%,96.80%,97.10%,,,,97.10%,01-Nov-22,31-Mar-23,5.0,38.0,203.0,233.0,153.0,90.0,58.0,68.0,36.0,98.0,64.0,218.0,,,221.0,,34.0,118.0,36.0,106.0,34.0,218.0,487.0,455.0,517.0,483.0,637.0,,,640.0,,453.0,537.0,525.0,455.0,450.0,247.0,279.0,247.0,309.0,275.0,429.0,,,432.0,,182.0,329.0,208.0,271.0,211.0,148.0,637.0,184.0,182.0,34.0,150.0,390
