"Trade_Name
",Chemical,Manufacturer,Top_15_Brand_Corporation,Biologic_(by_Product),Biosimilar,NAS,Oncology,Rare_Disease_(FDA),Rare_Disease_(EMA),Rare_Disease_(FDA_or_EMA),HC-HTA_Aligned_Review,Health_Canada_Submission_Date,NOC_Date,Health_Canada_Review_Time,HTA_Agency,CADTH_Submission_Date,CADTH_Timing_of__Submission,CADTH_Submission_Type_-_Agency_Specific,CADTH_Indication,CADTH_Review_Status,CADTH_Final_Recommendation/Withdrawn_Date,CADTH_Recommended_-_Agency_Specific,CADTH_Decision_Type_-_Standardized,INESSS_Submission_Date,INESSS_Timing_of__Submission,INESSS_Submission_Type_-_Agency_Specific,INESSS_Indication,INESSS_Review_Status,INESSS_Final_Recommendation/Withdrawn_Date,INESSS_Recommended_-_Agency_Specific,INESSS_Decision_Type_-_Standardized,pCPA_Negotiation,pCPA_First_Date,pCPA_Final_Date,pCPA_Type,pCPA_Negotiation_Outcome,BC_Status,AB_Status,SK_Status,MB_Status,ON_Status,NB_Status,NS_Status,PEI_Status,NL_Status,QC_Status,Listing_BC_Date,Listing_AB_Date,Listing_SK_Date,Listing_MB_Date,Listing_ON_Date,Listing_NB_Date,Listing_NS_Date,Listing_PEI_Date,Listing_NL_Date,Listing_QC_Date,First_Prov_Listing_(excl_QC),First_Prov_Listing_(inc_QC),Rank_BC_Listing_Date,Rank_AB_Listing_Date,Rank_SK_Listing_Date,Rank_MB_Listing_Date,Rank_ON_Listing_Date,Rank_NB_Listing_Date,Rank_NS_Listing_Date,Rank_PEI_Listing_Date,Rank_NL_Listing_Date,Rank_QC_Listing_Date,Rank_1,Rank_2,Rank_3,Rank_4,Rank_5,Rank_6,Rank_7,Rank_8,Rank_9,Rank_10,Total_population_coverage_(incl_QC),Date_>_50%_Cumulative_Ranking,Date_>_80%_Cumulative_Ranking,NOC_to_CADTH_Submission,NOC_to_INESSS_Submission,CADTH_Duration,INESSS_Duration,CADTH_to_pCPA_Initiation,INESSS_to_pCPA_Initiation,pCPA_LOI_to_LOE,pCPA_to_Listing_BC_Date,pCPA_to_Listing_AB_Date,pCPA_to_Listing_SK_Date,pCPA_to_Listing_MB_Date,pCPA_to_Listing_ON_Date,pCPA_to_Listing_NB_Date,pCPA_to_Listing_NS_Date,pCPA_to_Listing_PEI_Date,pCPA_to_Listing_NL_Date,pCPA_to_Listing_QC_Date,pCPA_to_Listing_Nat_Avg_(excl_QC),pCPA_Completion_to_1st_Listing_(excl_QC),pCPA_to_Listing_Nat_Avg_(incl_QC),pCPA_Completion_to_1st_Listing_(incl_QC),pCPA_Completion_to_80%_Listing,NOC_to_Listing_BC_Date,NOC_to_Listing_AB_Date,NOC_to_Listing_SK_Date,NOC_to_Listing_MB_Date,NOC_to_Listing_ON_Date,NOC_to_Listing_NB_Date,NOC_to_Listing_NS_Date,NOC_to_Listing_PEI_Date,NOC_to_Listing_NL_Date,NOC_to_Listing_QC_Date,NOC_to_Listing_Nat_Avg_(excl_QC),NOC_to_Listing_Nat_Avg_(inc_QC),"NOC_to_1st_Provincial_Listing
(unique_at_product/indication_level)_exc_QC","CADTH_Submission_to_1st_Provincial_Listing
exc_QC",CADTH_Recommendation_to_1st_Provincial_Listing_exc_QC,HTA_Rec_to_BC_Listing_Date,HTA_Rec_to_AB_Listing_Date,HTA_Rec_to_SK_Listing_Date,HTA_Rec_to_MB_Listing_Date,HTA_Rec_to_ON_Listing_Date,HTA_Rec_to_NB_Listing_Date,HTA_Rec_to_NS_Listing_Date,HTA_Rec_to_PEI_Listing_Date,HTA_Rec_to_NL_Listing_Date,HTA_Rec_to_QC_Listing_Date,Nat`l_Avg_(excl_QC),NOC_to_CADTH_Rec,NOC_to_INESSS_Rec,CADTH_Rec_to_pCPA_Decision,INESSS_Rec_to_pCPA_Decision,NOC_to_80%_Listing,First_Provincial_Listing_to_80%_Listing_(incl_QC),First_Provincial_Listing_to_80%_Listing_(excl_QC),First_Provincial_Listing_to_50%_Listing_(incl_QC),50%_Listing_to_80%_Listing,HC_Sub_to_CADTH_Rec
Lonsurf,trifluridine and tipiracil,Taiho Pharma,N,N,N,N,Y,Y,N,Y,N,01-May-19,19-Nov-19,202,CADTH & INESSS,03-Sep-19,pre-NOC,New indication,Gastric Cancer,Completed,24-Mar-20,Cond'l on Cost,Conditional,11-Oct-19,pre-NOC,New Indication,Gastric Cancer,Completed,14-May-20,Inscription - Avec conditions,Conditional,1st,07-Jul-20,11-Jan-21,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Under provincial consideration,EM,01-Mar-21,28-Feb-21,01-Feb-21,01-Apr-21,30-Sep-21,24-Feb-21,30-May-21,23-Jan-23,,03-Mar-21,01-Feb-21,01-Feb-21,4,3,1,6,8,2,7,9,,5,5.70%,6.60%,11.10%,31.30%,59.90%,65.40%,66.70%,99.00%,99.30%,,99.30%,03-Mar-21,30-Sep-21,-77,-39,203,216,105,54,188,49,48,21,80,262,44,139,742,,51,173,21,160,21,262,468,467,440,499,681,463,558,1161,,470,592,579,440,517,314,342,341,314,373,555,337,432,1035,,293,466,126,177,293,242,681,241,241,30,211,328
Lonsurf (resubmission),trifluridine and tipiracil,Taiho Pharma,N,N,N,Y,Y,N,N,N,N,01-Jul-17,25-Jan-18,208,CADTH & INESSS,21-Jan-19,post-NOC,Resubmission,Metastatic Colorectal Cancer,Completed,29-Aug-19,Do Not Fund,Negative,,,New Drug,CRC,Completed,06-Jun-18,Avis de refus d'inscription aux listes des médicaments - Médicament d'exception - À moins que certaines conditions soient respectées,Conditional,None,18-Oct-19,,Do Not Negotiate,n/a,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,EM,,,,,,,,,,15-Aug-19,,15-Aug-19,,,,,,,,,,1,28.60%,,,,,,,,,,28.60%,,,361,,220,,50,499,,,,,,,,,,,,,,,,,,,,,,,,,,567,,567,,,,,,,,,,,,,435,,581,132,,,,,,,,789
Lorbrena,lorlatinib,Pfizer,Y,N,N,Y,Y,Y,N,Y,N,01-Jun-18,22-Feb-19,266,CADTH & INESSS,11-Jun-19,post-NOC,New drug,"For the treatment of adult patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on: crizotinib and at least one other ALK inhibitor, or patients who have progressed on ceritinib or alectinib.",Completed,30-Jan-20,Do Not Fund,Negative,14-Jun-19,post-NOC,New Drug,Non-Small Cell Lung Cancer (NSCLC),Completed,08-Jan-20,Refus d'inscription,Negative,None,21-Apr-20,,Do Not Negotiate,n/a,Not funded,Not funded,Not funded,Not funded,Not Funded,Not funded,Not funded,Not funded,Not funded,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,109,112,233,208,82,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,320,,,,,,,,608
Lorbrena,lorlatinib,Pfizer,Y,N,N,Y,Y,Y,N,Y,Y,01-Jan-21,07-Jun-21,157,CADTH & INESSS,18-Jun-21,post-NOC,Initial,Monotherapy for use in patients with anaplastic lymphoma kinase (ALK)-positive locally advanced (not amenable to curative therapy) or metastatic non-small cell lung cancer (NSCLC).,Completed,17-Mar-22,Cond'l on Cost,Conditional,24-Sep-21,post-NOC,New Indication,Monotherapy for use in patients with anaplastic lymphoma kinase (ALK)-positive locally advanced (not amenable to curative therapy) or metastatic non-small cell lung cancer (NSCLC).,Completed,30-Mar-22,Inscription - Avec conditions,Conditional,1st,08-Jun-22,26-Aug-22,Negotiation,No Agreement Reached,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,11,109,272,187,83,70,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,296,162,149,,,,,,440
Lorbrena,lorlatinib,Pfizer,Y,N,N,Y,Y,Y,N,Y,Y,01-Jan-21,07-Jun-21,157,CADTH & INESSS,18-Jun-21,post-NOC,Initial,Monotherapy for use in patients with anaplastic lymphoma kinase (ALK)-positive locally advanced (not amenable to curative therapy) or metastatic non-small cell lung cancer (NSCLC).,Completed,17-Mar-22,Cond'l on Cost,Conditional,24-Sep-21,post-NOC,New Indication,Monotherapy for use in patients with anaplastic lymphoma kinase (ALK)-positive locally advanced (not amenable to curative therapy) or metastatic non-small cell lung cancer (NSCLC).,Completed,30-Mar-22,Inscription - Avec conditions,Conditional,2nd ,20-Mar-23,,Active,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,11,109,272,187,368,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,296,,,,,,,,440
Lucentis (myopic CNV),ranibizumab,Novartis ,Y,Y,N,N,N,N,N,N,N,,28-Jan-14,,CADTH & INESSS,28-Feb-14,post-NOC,Initial,"Choroidal neovascularisation, myopic",Completed,19-Feb-15,List with criteria/condition,Conditional,22-Mar-14,post-NOC,New Indication,"Choroidal neovascularisation, myopic",Completed,01-Oct-14,Ajout d'une indication reconnue - Médicament d'exception,Conditional,none,31-May-15,,Negotiation by Province,n/a,BCRDT,NR,EDS,,LU,NR,,SA,NR,EM,,,01-Jul-15,,29-Jul-15,,,01-Aug-18,,01-Oct-14,01-Jul-15,01-Oct-14,,,2,,3,,,4,,1,28.60%,34.30%,66.50%,66.90%,,,,,,,66.90%,29-Jul-15,,31,53,356,193,101,242,,,,,,,,,,,,,,,,,,,519,,547,,,1646,,246,904,740,519,488,132,,,132,,160,,,1259,,0,517,387,246,,,,,,301,,42054
Lumakras,sotorasib,Amgen Canada,Y,N,N,Y,Y,Y,N,Y,N,01-Feb-21,10-Sep-21,221,CADTH & INESSS,19-Aug-22,post-NOC,Initial,Treatment of adult patients with Kirsten rat sarcoma viral oncogene homolog (KRAS) G12C-mutated locally advanced (not amenable to curative therapy) or metastatic non-small cell lung cancer (NSCLC) who have received at least one prior systemic therapy,Suspended,,TBD,n/a,24-Mar-23,post-NOC,New Drug,Treatment of adult patients with Kirsten rat sarcoma viral oncogene homolog (KRAS) G12C-mutated locally advanced (not amenable to curative therapy) or metastatic non-small cell lung cancer (NSCLC) who have received at least one prior systemic therapy,Suspended,TBD,TBD,TBD,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,343,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44228
Lutathera,lutetium (177LU) oxodotreotide,Advanced Accelerator Applications,N,N,N,Y,Y,Y,Y,Y,N,01-Jul-18,09-Jan-19,192,CADTH,30-Jul-18,pre-NOC,New drug,Gastroenteropancreatic neuroendocrine tumours (GEP-NETs),Completed,01-Aug-19,Cond'l on Cost,Conditional,,,,,,,,,1st,26-Sep-19,30-Dec-19,Negotiation,No Agreement Reached,Funded,Under provincial consideration,Funded,Funded,Funded,Not funded,Funded,Under provincial consideration,Under provincial consideration,EM,01-Mar-21,,01-Jun-21,01-Feb-22,08-Oct-20,,01-Aug-20,,,30-Sep-20,01-Aug-20,01-Aug-20,4,,5,6,3,,1,,,2,1.30%,29.90%,62.10%,82.40%,88.10%,93.60%,,,,,93.60%,08-Oct-20,01-Mar-21,-163,,367,,56,,95,427,,519,764,283,,215,,,275,442,215,414,215,427,782,,874,1119,638,,570,,,630,797,769,570,733,366,578,,670,915,434,,366,,,,593,204,,151,,782,212,212,68,144,396
Lutathera,lutetium (177LU) oxodotreotide,Advanced Accelerator Applications,N,N,N,Y,Y,Y,Y,Y,N,01-Jul-18,09-Jan-19,192,CADTH,30-Jul-18,pre-NOC,New drug,Gastroenteropancreatic neuroendocrine tumours (GEP-NETs),Completed,01-Aug-19,Cond'l on Cost,Conditional,,,,,,,,,2nd,26-Feb-20,29-Jul-20,Negotiation,Completed with Agreements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,-163,,367,,209,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,363,,,,,,,396
Lutathera,lutetium (177LU) oxodotreotide,Advanced Accelerator Applications (AAA),N,N,N,N,Y,Y,Y,Y,Y,01-Jul-18,09-Jan-19,192,CADTH & INESSS,23-Mar-22,post-NOC,Initial,"For the treatment of unresectable or metastatic, well-differentiated, somatostatin receptor-positive gastroenteropancreatic neuroendocrine tumours (GEP-NETs) in adults with progressive disease.",Completed,28-Sep-22,Cond'l on Cost,Conditional,,,New Indication,"For the treatment of unresectable or metastatic, well-differentiated, somatostatin receptor-positive gastroenteropancreatic neuroendocrine tumours (GEP-NETs) in adults with progressive disease.",Completed,13-Feb-19,Inscription - Avec conditions,Conditional,None,,,Under consideration for negotiation,n/a,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,Under provincial consideration,EM,,,,,,,,,,30-Sep-20,,30-Sep-20,,,,,,,,,,1,28.60%,,,,,,,,,,28.60%,,,1169,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,630,,,,,,,,,,,,,595,,1358,35,,,,,,,,1550
Luxturna ,voretigene neparvovec,Novartis Pharmaceuticals Canada Inc.,Y,Y,N,Y,N,Y,Y,Y,Y,01-Dec-19,13-Oct-20,317,CADTH & INESSS,23-Apr-20,pre-NOC,Initial,"Vision loss, inherited retinal dystrophy",Completed,12-Nov-20,Reimburse with clinical criteria and/or conditions,Conditional,08-May-20,pre-NOC,New Drug,Hereditary Retinal Dystrophy,Completed,02-Dec-20,Inscription - Avec conditions,Conditional,1st,25-Nov-21,16-Sep-22,Negotiation,Completed with Agreements,UR,,,,,,NR,,,EM,,,,,,,,,,28-Sep-22,,28-Sep-22,,,,,,,,,,1,28.60%,,,,,,,,,,28.60%,,,-173,-158,203,208,378,358,295,,,,,,,,,,12,,,12,12,,,,,,,,,,,715,,715,,,,,,,,,,,,,665,,30,50,673,653,,,,,,347
Lynparza,olaparib,AstraZeneca ,Y,N,N,Y,Y,Y,Y,Y,N,01-Jun-15,29-Apr-16,333,CADTH & INESSS,01-Apr-16,pre-NOC,New drug,"Ovarian Cancer:As monotherapy maintenance treatment of adult patients with platinum-sensitive relapsed BRCA-mutated epithelial ovarian, fallopian tube or primary peritoneal cancer who are in response to platinum-based chemotherapy",Completed,29-Sep-16,Do Not Fund,Negative,,,New Drug,"As monotherapy maintenance treatment of adult patients with platinum-sensitive relapsed BRCA-mutated epithelial ovarian, fallopian tube or primary peritoneal cancer who are in response to platinum-based chemotherapy",Completed,05-Sep-18,Avis d'inscription aux listes des médicaments - Médicament d'exception - Avec conditions,Conditional,None,30-Nov-16,,Do Not Negotiate,n/a,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,Not funded,EM,,,,,,,,,,27-Sep-18,,27-Sep-18,,,,,,,,,,1,28.60%,,,,,,,,,,28.60%,,,-28,,181,,62,-644,,,,,,,,,,,,,,,,,,,,,,,,,,881,,881,,,,,,,,,,,,,22,,153,859,,,,,,,,486
Lynparza,olaparib,AstraZeneca ,Y,N,N,N,Y,Y,Y,Y,Y,01-Nov-18,06-May-19,186,CADTH & INESSS,18-Apr-19,pre-NOC,New indication,"Newly Diagnosed Ovarian Cancer: As monotherapy for the maintenance treatment of adult patients with newly diagnosed advanced BRCA-mutated high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer",Completed,05-Dec-19,Cond'l on Cost,Conditional,10-May-19,post-NOC,New Indication,"Newly Diagnosed Ovarian Cancer: As monotherapy for the maintenance treatment of adult patients with newly diagnosed advanced BRCA-mutated high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer",Completed,06-Nov-19,Inscription - Avec conditions,Conditional,1st,18-Jun-20,21-Oct-20,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,01-Nov-20,28-Feb-21,01-Jan-21,21-Jan-21,31-Oct-22,22-Apr-21,31-Jan-21,12-Dec-22,01-Mar-23,16-Dec-20,01-Nov-20,01-Nov-20,1,6,3,4,8,7,5,9,10,2,20.30%,48.80%,54.60%,60.10%,61.40%,65.90%,66.70%,99.00%,99.30%,100.00%,100.00%,01-Jan-21,31-Oct-22,-18,4,231,180,196,225,125,11,130,72,92,740,183,102,782,861,56,330,11,303,11,740,545,664,606,626,1274,717,636,1316,1395,590,864,837,545,563,332,332,451,393,413,1061,504,423,1103,1182,406,651,213,184,321,350,1274,729,729,61,668,399
Lynparza,olaparib,AstraZeneca Canada ,Y,N,N,N,Y,N,N,N,Y,01-Jan-22,27-Jul-22,207,CADTH & INESSS,03-Aug-22,post-NOC,Initial,"Lynparza (olaparib) is indicated for the adjuvant treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm), human epidermal growth factor receptor 2 (HER2)-negative high risk early breast cancer who have been treated with neoadjuvant or adjuvant chemotherapy. Patients must have confirmation of a germline BRCA mutation before Lynparza treatment is initiated",Completed,01-Mar-23,Cond'l on Cost,Conditional,30-Sep-22,post-NOC,New Indication,"Lynparza (olaparib) is indicated for the adjuvant treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated (gBRCAm), human epidermal growth factor receptor 2 (HER2)-negative high risk early breast cancer who have been treated with neoadjuvant or adjuvant chemotherapy. Patients must have confirmation of a germline BRCA mutation before Lynparza treatment is initiated",Under review,TBD,TBD,TBD,None,,,Under consideration for negotiation,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,7,65,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,,,,,,,,,424
Lynparza ,olaparib,AstraZeneca ,Y,N,N,N,Y,N,N,N,N,01-Feb-20,21-Aug-20,202,CADTH & INESSS,22-Sep-20,post-NOC,New indication,As monotherapy for the treatment of adult patients with metastatic castration-resistant prostate cancer (mCRPC) and homologous recombination repair (HRR) gene mutations (germline and/or somatic) who have progressed following prior treatment with a new hormonal agent (NHA),Completed,21-Apr-21,Cond'l on Cost,Conditional,16-Oct-20,post-NOC,New Indication,Metastatic Castration-Resistant Prostate Cancer (mCRPC),Completed,07-May-21,Inscription - Avec conditions et Refus d'inscription,Conditional,1st,07-Jul-21,17-Jan-22,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,01-May-22,28-Feb-22,01-May-22,01-Jun-22,30-Oct-21,01-Jul-22,01-Sep-22,12-Dec-22,28-Feb-23,13-Apr-22,30-Oct-21,30-Oct-21,4,2,5,6,1,7,8,9,10,3,32.20%,36.70%,65.30%,85.50%,91.20%,96.80%,97.70%,99.00%,99.30%,100.00%,100.00%,13-Apr-22,01-May-22,32,56,211,203,77,61,194,104,42,104,135,-79,165,227,329,407,86,159,-79,152,-79,104,618,556,618,649,435,679,741,843,921,600,673,666,435,403,192,375,313,375,406,192,436,498,600,678,341,430,243,259,271,255,618,183,183,165,18,445
Lynparza (resubmission),olaparib,AstraZeneca ,Y,N,N,Y,Y,Y,Y,Y,N,01-Jun-15,29-Apr-16,333,CADTH & INESSS,17-Mar-17,post-NOC,Resubmission,"Ovarian Cancer:As monotherapy maintenance treatment of adult patients with platinum-sensitive relapsed BRCA-mutated epithelial ovarian, fallopian tube or primary peritoneal cancer who are in response to platinum-based chemotherapy",Completed,20-Sep-17,Cond'l on Cost,Conditional,19-Aug-17,post-NOC,New Drug,Ovarian (monotherapy maintenance treatment of patients with platinum-sensitive relapsed BRCA-mutated cancer),Completed,15-Dec-17,Add to Exception drug,Conditional,1st,10-Oct-17,15-May-18,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,01-Sep-18,04-Sep-18,15-Nov-18,18-Oct-18,20-Aug-18,17-Dec-18,01-Apr-19,12-Dec-22,01-Aug-19,05-Jul-18,20-Aug-18,05-Jul-18,3,4,6,5,2,7,8,10,9,1,28.60%,60.80%,81.10%,85.50%,91.10%,96.80%,97.70%,99.00%,99.60%,100.00%,100.00%,20-Aug-18,01-Sep-18,322,477,187,118,20,-66,217,109,112,184,156,97,216,321,1672,443,51,368,97,336,51,109,855,858,930,902,843,962,1067,2418,1189,797,1114,1082,843,521,334,346,349,421,393,334,453,558,1909,680,202,605,509,595,237,151,855,58,12,46,12,842
MAR-Trientine,Trientine Hydrochloride,Marcan Pharmaceuticals Inc.,N,N,N,N,N,Y,N,Y,N,01-Nov-19,14-Sep-20,318,CADTH & INESSS,19-Apr-21,post-NOC,Initial,Wilson's Disease,Completed,11-Nov-21,Reimburse with clinical criteria and/or conditions,Conditional,06-Aug-21,post-NOC,New drug,Wilson's Disease,Completed,29-Dec-21,Inscription - Avec conditions,Conditional,1st,07-Dec-21,25-Mar-22,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,,,EM,17-May-22,01-May-22,01-May-22,20-Sep-22,25-Mar-22,25-Jul-22,01-Sep-22,,,26-May-21,25-Mar-22,26-May-21,5,3,4,8,2,6,7,,,1,28.60%,60.80%,65.30%,71.00%,91.20%,92.10%,93.40%,99.00%,,,99.00%,25-Mar-22,17-May-22,217,326,206,145,26,-22,108,53,37,37,179,0,122,160,,,-303,84,0,36,-303,53,610,594,594,736,557,679,717,,,254,641,593,557,340,134,187,171,171,313,134,256,294,,,-217,218,423,471,134,86,610,356,53,303,53,741
Mavenclad,cladribine ,EMD Serono ,N,N,N,N,N,N,N,N,N,01-Feb-17,30-Nov-17,302,CADTH & INESSS,01-Dec-17,post-NOC,Initial,"Multiple Sclerosis, relapsing",Completed,24-Oct-18,Reimburse with clinical criteria and/or conditions,Conditional,01-Jan-18,post-NOC,New Drug,Multiple Sclerosis,Completed,05-Jul-18,Avis de refus d'inscription aux listes des médicaments - Valeur thérapeutique,Negative,1st,14-Feb-19,22-Nov-19,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,NR,25-Jan-22,01-Jun-20,01-Jul-20,22-Oct-20,28-Apr-20,23-Apr-20,31-Jul-20,20-Feb-23,22-Dec-20,,23-Apr-20,23-Apr-20,8,3,4,6,2,1,5,9,7,,0.90%,33.10%,37.60%,43.30%,44.60%,50.10%,50.80%,71.10%,71.40%,,71.40%,22-Oct-20,,1,32,327,185,113,224,281,795,192,222,335,158,153,252,1186,396,,410,153,410,153,,1517,914,944,1057,880,875,974,1908,1118,,1132,1132,875,874,547,1189,586,616,729,552,547,646,1580,790,,804,328,217,394,505,,,,182,,630
Maviret,glecaprevir pibrentasvir,AbbVie ,Y,N,N,Y,N,N,N,N,N,01-Feb-17,16-Aug-17,196,CADTH & INESSS,09-Jun-17,pre-NOC,Initial,"Hepatitis C, chronic",Completed,23-Jan-18,Reimburse with clinical criteria and/or conditions,Conditional,17-Aug-17,post-NOC,New Drug,Hepatitis C,Completed,01-Mar-18,Avis d’inscription aux listes des médicaments – Médicament d’exception (Patients naïfs ou expérimentés à un traitement à base d’interféron ou de sofosbuvir) Avis d’inscription aux listes des médicaments – Médicament d’exception – Avec conditions (Patients expérimentés à un inhibiteur de la protéine NS5A ou un inhibiteur de la protéase NS3/4A),Conditional,1st,29-Jun-18,19-Dec-18,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,LU,SA,EDS,NR,SA,EM,29-Jan-19,01-Apr-19,01-Apr-19,31-May-19,28-Feb-19,16-May-19,01-May-19,,18-Dec-19,01-Feb-19,29-Jan-19,29-Jan-19,1,4,5,8,3,7,6,,9,2,20.30%,48.80%,81.10%,85.50%,91.20%,92.60%,93.40%,99.00%,99.60%,,99.60%,28-Feb-19,28-Feb-19,-68,1,228,196,157,120,173,41,103,103,163,71,148,133,,364,44,141,41,130,41,71,531,593,593,653,561,638,623,,854,534,631,620,531,599,371,371,433,433,493,401,478,463,,694,337,471,160,197,330,293,561,30,30,30,0,356
Mayzent,siponimod,Novartis ,Y,N,N,Y,N,N,N,N,Y,01-Feb-19,20-Feb-20,384,CADTH & INESSS,26-Sep-19,pre-NOC,Initial,Secondary progressive multiple sclerosis,Completed,21-Jul-20,Reimburse with clinical criteria and/or conditions,Conditional,25-Oct-19,pre-NOC,New Drug,Progressive secondary multiple sclerosis,Completed,14-May-20,Inscription - Avec conditions,Conditional,1st,27-Apr-21,22-Oct-21,Negotiation,Completed with Agreements,SA,SA,EDS,EDS,EAP,SA,EDS,SA,SA,EM,25-Jan-22,01-Dec-21,01-Mar-22,24-Feb-22,25-Mar-22,24-Mar-22,27-Jun-22,27-Mar-23,05-Apr-22,15-Dec-21,01-Dec-21,01-Dec-21,3,1,5,4,7,6,9,10,8,2,4.50%,33.00%,53.30%,58.80%,64.50%,65.40%,97.70%,98.30%,99.60%,100.00%,100.00%,25-Jan-22,25-Mar-22,-147,-118,299,202,280,348,178,95,40,130,125,154,153,248,521,165,54,181,40,169,40,154,705,650,740,735,764,763,858,1131,775,664,791,779,650,797,498,553,498,588,583,612,611,706,979,623,580,639,152,84,458,526,764,114,114,55,59,536
MDK-nitisinone,nitisinone,MendeliKABS Inc,N,N,N,Y,N,N,N,N,N,01-Mar-16,20-Sep-16,203,CADTH & INESSS,29-Sep-17,post-NOC,Initial,Hereditary tyrosinemia type 1,Completed,25-Apr-18,Reimburse with clinical criteria and/or conditions,Conditional,04-Sep-17,post-NOC,New Drug,hereditary Type 1 tyrosinemia,Completed,01-Feb-18,Avis d'inscription à la Liste Établissements - Médicament d'exception - Avec conditions,Conditional,1st,20-Aug-18,28-Nov-18,Negotiation,Completed with Agreements,E,SA,NR,EDS,NR,SA,NR,NR,UR,EM,26-Feb-19,01-Feb-19,,31-May-19,,19-Dec-19,,,,01-Feb-18,01-Feb-19,01-Feb-18,3,2,,4,,5,,,,1,28.60%,33.00%,53.30%,58.80%,59.70%,,,,,,59.70%,26-Feb-19,,374,349,208,150,117,200,100,90,65,,184,,386,,,,-300,181,65,85,-300,,889,864,,983,,1185,,,,499,980,884,864,490,282,307,282,,401,,603,,,,0,398,582,499,217,300,,,,390,,785
Mekinist,trametinib,GlaxoSmithKline,Y,N,N,Y,Y,Y,N,Y,N,,18-Jul-13,,CADTH & INESSS,06-May-13,pre-NOC,New drug,Metastatic Melanoma,Completed,22-Oct-13,Cond'l on Cost,Conditional,01-Nov-13,post-NOC,New Drug,BRAF+ metastatic melanoma,Completed,03-Feb-14,Avis de refus - À moins que le rapport entre le coût et l'efficacité soit modifié pour atteindre un niveau acceptable,Conditional,1st,18-Nov-13,25-Jun-14,Negotiation,Completed with Agreements,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,Funded,EM,01-Dec-16,18-Oct-16,15-Sep-14,16-Oct-14,19-Aug-14,03-Oct-14,01-Sep-16,29-Oct-18,01-Aug-14,03-Feb-14,01-Aug-14,03-Feb-14,9,8,4,6,3,5,7,10,2,1,28.60%,29.30%,61.50%,67.20%,68.10%,73.60%,74.90%,79.40%,99.60%,100.00%,100.00%,19-Aug-14,01-Dec-16,-73,106,169,94,27,-77,219,890,846,82,113,55,100,799,1587,37,-142,501,37,437,-142,890,1232,1188,424,455,397,442,1141,1929,379,200,843,779,379,452,283,1136,1092,328,359,301,346,1045,1833,283,0,747,96,200,246,142,1232,1032,853,197,835,41569
